text,labels,Clean_Text
This immediately scared me because usually my nerves are a wreck before a race.,['fear'],immediately scared usually nerves wreck race.
This is where the story gets CREEPY.,"['fear', 'surprise']",story gets CREEPY.
so we all stood up clapped and cheered!,"['joy', 'surprise']",stood clapped cheered!
"My grandma used to do a ""magic trick"" that to this day i can't explain.","['joy', 'surprise']","grandma ""magic trick"" day can't explain."
It was last year when I turned 18th.,['joy'],year turned 18th.
"There was blood coming out of my mouth, nose and ears.","['fear', 'sadness', 'surprise']","blood coming mouth, nose ears."
At this point he decided to consult the woman at the front desk for more information.,['fear'],point decided consult woman desk information.
"I also thought it was going to like, eat my brains out or something.So anyway.","['fear', 'surprise']","thought going like, eat brains something.So anyway."
""" Nothing, we hear absolutely nothing.","['fear', 'surprise']",""" Nothing, hear absolutely nothing."
He never was coming.,"['anger', 'fear', 'sadness']",coming.
Life readings obviously defective.,"['anger', 'fear']",Life readings obviously defective.
"The kimchi tasted bland on my tongue-perhaps I added too much water, which I staunchly agreed with.",['sadness'],"kimchi tasted bland tongue-perhaps added water, staunchly agreed with."
My throat was covered by something and I didn't know what was going on.,"['fear', 'surprise']",throat covered know going on.
"I tried to lift my body but somehow it felt so hard <CUR> My head hurt, my eyes were screaming to close and rest.","['fear', 'sadness']","tried lift body felt hard $ head hurt, eyes screaming close rest."
This girl faked a miscarriage.,"['anger', 'fear', 'sadness', 'surprise']",girl faked miscarriage.
One memorable example was the doubling space pen.,"['joy', 'surprise']",memorable example doubling space pen.
Maybe I need to take a full day of rest and not do anything exercise-related for one day to help my legs feel better.,"['fear', 'sadness']",Maybe need day rest exercise-related day help legs feel better.
It broke my heart.,['sadness'],broke heart.
I see that my 13 year old son's bedroom is ajar.,"['fear', 'surprise']",13 year old son's bedroom ajar.
I quickly look behind the trees and the other 'moon' is gone.,"['fear', 'surprise']",quickly look trees 'moon' gone.
My heart feels like there is nothing left.,['sadness'],heart feels like left.
"my goodness, at that point i was shocked beyond words and i believe i had an epic:O expression on my face.",['surprise'],"goodness, point shocked words believe epic:O expression face."
"I stood there at the front door with the key in my hand and every time I tried to unlock it, I started shaking so much that I couldn't get the key in the lock!",['fear'],"stood door key hand time tried unlock it, started shaking key lock!"
"In the late afternoon I am lying in the sun, my music plugged firmly into my ears, dancing.",['joy'],"late afternoon lying sun, music plugged firmly ears, dancing."
I rolled over on my side trying to get more air in and trying to get my arms and legs underneath me.,['fear'],rolled trying air trying arms legs underneath me.
At 3000 comments deep no one will read it but I genuinely believe it's the creepiest one here.,"['fear', 'surprise']",3000 comments deep read genuinely believe creepiest here.
"and my papers lay blank at the end of my hand, laughing at me and leaving me torn.","['fear', 'sadness']","papers lay blank end hand, laughing leaving torn."
He said it was rather delicious and tried to spoon feed me.,['joy'],said delicious tried spoon feed me.
I have no explanation.,"['fear', 'surprise']",explanation.
"This...desire, this problem?","['fear', 'sadness', 'surprise']","This...desire, problem?"
Heart racing as well.,"['fear', 'surprise']",Heart racing well.
I watched out of the corner of my eye as this man began to come up on my side of the car.,"['fear', 'surprise']",watched corner eye man began come car.
"I sit and wait alone as the angel and the demon behind my eyes fight on, fighting forever to decide my fate.","['fear', 'sadness']","sit wait angel demon eyes fight on, fighting forever decide fate."
"After that it went downhill with me feeling like I was going to throw up, my throat hurting like hell and my head punding.","['fear', 'sadness']","went downhill feeling like going throw up, throat hurting like hell head punding."
Giant redneck dad decides to find this dude first.,"['anger', 'fear', 'surprise']",Giant redneck dad decides find dude first.
"It seems to me lately A cloud, cruel, innately Has taken up residence in my head.","['fear', 'sadness']","lately cloud, cruel, innately taken residence head."
"I was angry at how she made me feel, I was angry that my eyes were all puffy and bloodshot when I woke up, I was angry that I had a cold shower.",['anger'],"angry feel, angry eyes puffy bloodshot woke up, angry cold shower."
"To this day, my father is still blessing the fact that we never woke up during the night with all the noise.",['joy'],"day, father blessing fact woke night noise."
"His grandparents used to live and farm there until they retired, but the land stayed in the family.",['joy'],"grandparents live farm retired, land stayed family."
The Highway patrol man did not know what her trip was.,"['fear', 'surprise']",Highway patrol man know trip was.
I remember saying 'Dad?'.,"['fear', 'sadness', 'surprise']",remember saying 'Dad?'.
This is how we found out why all freshman year we were both greeted by people we didn't know calling us the wrong name.,['surprise'],found freshman year greeted people know calling wrong name.
Never saw him again.,['sadness'],saw again.
Everyone is distinctly average their first time.,['joy'],distinctly average time.
"I sat up in bed, looked around the room and saw nothing.","['fear', 'surprise']","sat bed, looked room saw nothing."
"As we were winding our way up the steep hill leading to the cemetery, out of the corner of my eye, I caught a glimpse of a bird coming right at my car, a bird with a HUGE wing-span.","['fear', 'surprise']","winding way steep hill leading cemetery, corner eye, caught glimpse bird coming right car, bird HUGE wing-span."
"I'm thinking of leaving earlier, maybe this week, maybe next week... My heads a mess right now.","['fear', 'sadness']","I'm thinking leaving earlier, maybe week, maybe week... heads mess right now."
"My neck still hurts while I'm working, and I was only there for an hour so it was totally unnecessary to go there at all.","['anger', 'fear']","neck hurts I'm working, hour totally unnecessary all."
"At about 4 i was running with a pole with one end in my mouth, i tripped and it went straight through the top of my mouth.","['fear', 'surprise']","4 running pole end mouth, tripped went straight mouth."
P. if you're reading this...FUCK YOU.,['anger'],P. reading this...FUCK YOU.
I was later taken to the banks of the river where my head was shaved and my body stripped off jewelry.,"['fear', 'sadness']",later taken banks river head shaved body stripped jewelry.
""" staring dead at my ex.","['anger', 'fear', 'sadness']",""" staring dead ex."
My hands went numb within 10 minutes.,['fear'],hands went numb 10 minutes.
"They strapped some thing ( yes, that's a technical term ) around my belly that monitors the baby's heartbeat and contractions ( which I was unaware of at the time, but found out about later. )",['fear'],"strapped thing ( yes, that's technical term ) belly monitors baby's heartbeat contractions ( unaware time, found later. )"
It looks weird to say the least,"['fear', 'surprise']",looks weird
"I'm now really scared cuz it's moving faster and suddenly, this shadow seems to get out of a crouch position to stand up, and begins to flail it's limbs as it's running towards me.","['fear', 'surprise']","I'm scared cuz moving faster suddenly, shadow crouch position stand up, begins flail limbs running me."
I ate a pizza.,['joy'],ate pizza.
"My hair has been brushing the top of my shoulders for weeks now, nasty ends, the works.",['sadness'],"hair brushing shoulders weeks now, nasty ends, works."
"* In trying to include new mother in law into the wedding festivities, I invited her to pick out the flower girl dress for her granddaughter (her other son's daughter).",['joy'],"* trying include new mother law wedding festivities, invited pick flower girl dress granddaughter (her son's daughter)."
"Once I was young an ' hand ` some -- I was, upon my soul -- Once my cheeks was roses, my eyes was black as coal; And I can't remember, in them days, of hearin ' people say, For any kind of a reason, that I was in their way!",['sadness'],"young ' hand ` -- was, soul -- cheeks roses, eyes black coal; can't remember, days, hearin ' people say, kind reason, way!"
